time crosswalk_L crosswalk_R crosswalk_U crosswalk_B cars_L cars_R
175 7 9 16 3 0 2
176 8 9 16 3 2 0
177 10 10 16 3 0 0
178 11 11 18 3 0 0
179 12 11 18 4 0 0
180 12 11 19 4 0 0
181 13 12 19 4 1 0
182 13 10 17 3 0 0
183 11 10 16 2 1 1
184 9 8 14 1 2 3
185 7 6 12 0 3 3
186 6 6 10 0 4 4
187 5 5 9 0 5 5
188 3 3 7 0 6 5
189 1 1 6 0 7 7
190 1 1 5 0 7 10
191 0 0 5 0 9 12
192 0 0 4 0 9 14
193 0 0 2 0 9 14
194 0 0 1 0 13 15
195 0 0 1 0 13 18
196 0 0 1 0 14 20
197 0 0 1 0 14 21
198 0 0 0 0 15 21
199 0 0 0 0 16 23
200 0 0 0 0 18 24
201 0 0 0 0 19 25
202 0 0 0 0 19 26
203 0 0 0 0 20 28
204 0 0 0 0 20 28
205 0 1 0 0 21 28
206 0 0 0 0 22 28
207 0 0 0 0 23 28
208 0 0 0 0 24 28
209 0 1 0 0 25 28
210 0 0 0 0 26 28
211 0 0 0 0 27 28
212 0 0 0 0 31 28
213 0 0 0 0 33 28
214 0 0 0 0 27 27
215 0 0 0 0 21 21
216 0 0 1 0 15 15
217 0 1 3 0 9 9
218 0 2 4 0 3 3
219 0 2 4 0 1 0
220 2 2 5 0 0 0
221 2 3 5 0 0 0
222 3 3 8 0 0 0
223 4 4 8 0 0 0
224 7 5 9 0 1 0
225 7 5 10 0 1 0
226 7 5 10 0 0 0
227 7 6 11 0 0 0
228 7 6 12 0 0 0
229 7 6 12 0 0 0
230 7 6 12 0 0 1
231 8 6 12 0 0 0
232 9 7 12 0 0 0
233 9 8 12 0 0 0
234 10 8 12 0 1 0
235 11 9 13 1 0 2
236 11 10 15 1 1 0
237 11 11 16 1 0 0
238 11 12 16 2 0 0
239 12 14 16 2 1 0
240 13 14 17 2 1 0
241 14 14 19 2 0 0
242 12 12 17 1 0 0
243 10 10 15 1 0 1
244 8 8 15 0 2 2
245 7 7 18 0 3 5
246 6 6 18 0 5 5
247 4 5 16 0 8 6
248 2 3 14 0 8 6
249 1 3 12 0 9 6
250 0 3 12 0 9 8
251 0 4 11 0 13 9
252 0 3 10 0 15 11
253 0 3 10 0 20 12
254 0 3 9 0 20 14
255 0 2 7 0 24 15
256 0 1 5 0 25 16
257 0 0 4 0 27 16
258 0 0 3 0 28 17
259 0 0 3 0 30 18
260 0 0 3 0 30 18
261 0 0 2 0 30 18
262 0 0 2 0 30 19
263 0 0 1 0 32 20
264 0 0 0 0 35 24
265 0 0 0 0 35 24
266 0 0 0 0 35 26
267 0 0 0 0 35 26
268 0 0 0 0 35 27
269 0 0 0 0 35 28
270 0 0 0 0 35 28
271 0 1 0 0 35 28
272 0 1 1 0 35 28
273 1 1 1 0 35 28
274 1 3 2 0 35 28
275 2 3 2 0 29 23
276 3 3 3 0 23 17
277 3 4 4 0 17 11
278 3 5 5 0 11 5
279 3 6 5 1 5 0
280 4 9 5 1 0 0
281 4 9 7 1 0 0
282 5 10 7 1 0 0
283 5 13 7 1 0 0
284 5 13 9 1 0 0
285 6 16 9 1 0 0
286 6 19 11 2 0 0
287 6 20 13 2 0 0
288 7 21 13 2 0 0
289 7 23 14 2 0 0
290 8 23 17 2 0 0
291 8 23 17 2 1 0
292 8 24 17 2 0 0
293 8 26 17 2 0 0
294 8 26 19 2 1 0
295 9 27 19 2 0 0
296 9 27 20 2 2 0
297 10 28 20 2 0 0
298 11 28 21 2 0 0
299 12 28 21 2 1 0
300 13 28 21 2 0 0
