time,crosswalk_L,crosswalk_R,crosswalk_U,crosswalk_B,cars_L,cars_R
174,11,16,33,8,1,0
175,12,17,34,8,0,0
176,13,17,35,8,0,0
177,13,18,36,8,0,0
178,13,20,37,9,0,0
179,14,21,40,9,0,2
180,14,21,41,10,1,0
181,14,23,41,12,0,0
182,12,22,41,10,0,0
183,10,20,40,9,0,2
184,8,18,38,7,1,2
185,7,17,38,5,3,3
186,6,15,37,3,4,8
187,5,14,35,1,4,9
188,5,12,33,0,8,9
189,4,10,31,0,9,11
190,3,9,29,0,10,11
191,2,7,28,0,14,13
192,1,6,28,0,15,13
193,0,6,28,0,19,14
194,0,5,29,1,20,16
195,0,4,30,0,21,17
196,0,3,28,0,22,18
197,0,3,27,0,22,19
198,0,3,27,0,22,19
199,0,1,25,0,25,19
200,0,0,23,0,27,20
201,0,0,21,0,28,20
202,0,0,20,0,30,20
203,0,0,20,0,30,20
204,0,0,20,0,32,20
205,0,0,20,0,34,20
206,0,0,19,0,34,21
207,0,0,18,0,34,26
208,0,1,18,0,35,27
209,0,0,19,0,35,28
210,1,0,18,0,35,28
211,1,1,17,0,35,28
212,2,1,17,0,35,28
213,3,2,18,0,35,26
214,3,1,18,0,35,20
215,3,1,19,0,35,14
216,4,2,21,0,35,8
217,6,2,21,0,35,2
218,6,2,21,0,32,0
219,6,3,22,0,26,0
220,7,5,23,0,20,0
221,7,6,23,1,14,0
222,7,6,23,1,8,0
223,8,6,23,2,2,0
224,8,7,23,2,0,0
225,9,9,26,3,0,0
226,11,9,28,4,0,0
227,11,10,29,4,0,0
228,11,11,32,4,1,0
229,11,11,34,4,0,0
230,11,14,35,4,2,0
231,12,14,36,4,0,0
232,12,15,37,6,0,0
233,12,18,38,7,0,0
234,12,18,38,8,0,0
235,12,19,39,8,0,0
236,12,19,39,8,1,0
237,12,20,40,10,0,0
238,12,20,40,11,0,0
239,12,22,40,13,0,0
240,14,23,42,13,0,0
241,17,23,44,14,0,0
242,15,21,43,13,0,0
243,13,19,41,11,1,0
244,11,18,42,9,2,2
245,9,17,42,8,2,3
246,7,16,43,7,2,5
247,7,15,44,6,2,6
248,6,14,44,7,3,7
249,5,14,44,6,6,7
250,4,12,46,5,7,9
251,4,10,46,4,7,12
252,3,10,46,4,9,12
253,2,8,45,3,13,13
254,1,6,44,2,14,13
255,0,4,45,1,14,15
256,0,3,46,0,16,16
257,0,2,46,0,16,20
258,0,2,47,0,16,21
259,0,3,45,0,18,22
260,0,2,44,0,20,22
261,0,2,46,0,24,22
262,0,2,46,0,24,23
263,0,1,46,0,27,25
264,0,0,45,0,30,26
265,0,0,44,0,32,27
266,0,1,45,0,33,27
267,0,1,46,0,34,28
268,0,0,45,0,34,28
269,0,0,46,0,34,28
270,0,0,45,0,35,28
271,0,0,44,0,35,28
272,0,0,46,1,35,28
273,0,1,48,1,35,28
274,0,4,48,1,35,24
275,0,5,49,1,35,18
276,0,7,50,1,35,12
277,1,8,51,1,32,6
278,1,8,52,1,26,0
279,2,10,53,1,20,0
280,4,11,54,1,14,0
281,5,11,55,1,8,0
282,5,13,56,1,3,3
283,6,13,56,3,0,6
284,6,13,59,4,1,0
285,6,13,61,5,0,0
286,6,14,62,5,0,1
287,7,14,62,5,0,0
288,8,14,62,6,2,0
289,8,14,63,6,0,0
290,8,14,65,6,1,0
291,8,14,67,6,1,0
292,9,14,69,6,0,0
293,9,14,71,6,1,0
294,10,14,71,7,0,0
295,10,15,72,7,0,0
296,10,15,72,7,0,0
297,10,16,72,8,1,0
298,11,18,74,8,0,0
299,13,20,75,9,0,0
300,14,20,75,10,0,2
