time,crosswalk_L,crosswalk_R,crosswalk_U,crosswalk_B,cars_L,cars_R
174,0,0,0,0,10,10
175,0,0,0,0,10,10
176,0,0,0,0,12,10
177,0,0,0,0,12,10
178,0,0,0,0,12,10
179,0,0,0,0,12,10
180,0,0,0,0,12,10
181,0,0,1,0,13,11
182,0,0,1,0,13,11
183,0,0,2,0,7,5
184,1,0,3,0,1,0
185,2,1,3,0,0,0
186,3,2,4,0,0,0
187,3,2,7,0,0,0
188,4,2,8,0,0,0
189,4,2,9,0,0,0
190,4,3,9,1,0,0
191,4,5,9,1,0,0
192,4,6,9,1,0,0
193,5,6,9,2,0,0
194,5,8,11,2,0,0
195,6,8,13,2,0,0
196,6,8,14,2,0,0
197,7,9,14,2,0,0
198,7,9,14,2,0,0
199,7,10,14,2,0,0
200,7,13,14,3,0,0
201,7,14,14,4,0,0
202,6,16,12,2,0,0
203,6,15,10,1,1,1
204,5,13,9,0,1,1
205,4,11,8,0,2,2
206,4,10,6,0,2,2
207,3,9,5,0,2,3
208,2,8,4,0,2,5
209,1,6,3,0,3,5
210,0,5,2,0,3,6
211,0,3,1,0,4,6
212,0,2,0,0,5,6
213,0,1,0,0,6,7
214,0,1,0,0,6,8
215,0,0,0,0,8,8
216,0,1,0,0,9,8
217,0,0,0,0,9,8
218,0,0,0,0,9,9
219,0,0,0,0,9,10
220,0,0,0,0,9,11
221,0,0,0,0,9,13
222,0,0,0,0,9,14
223,0,0,0,0,9,14
224,0,0,0,0,10,15
225,0,0,0,0,10,15
226,0,0,0,0,10,15
227,0,0,0,0,10,15
228,0,0,0,0,11,17
229,0,0,0,0,11,17
230,0,0,0,0,11,18
231,0,0,0,0,11,18
232,0,0,0,0,11,18
233,0,0,1,0,11,19
234,0,0,2,0,11,19
235,0,0,2,0,11,19
236,0,0,1,0,11,19
237,0,0,1,0,11,20
238,0,0,0,0,11,20
239,0,0,0,0,11,20
240,0,0,0,0,11,21
241,0,0,0,0,11,23
242,0,0,0,0,11,23
243,0,0,1,0,5,17
244,0,0,1,0,3,11
245,0,0,1,0,4,5
246,0,0,1,0,1,0
247,0,1,2,0,0,0
248,0,2,3,0,0,0
249,0,2,4,0,0,0
250,0,2,4,1,0,0
251,0,2,5,1,0,0
252,0,2,5,1,0,0
253,1,3,5,1,0,0
254,1,4,5,2,0,0
255,1,4,5,2,0,0
256,1,4,6,2,0,0
257,1,4,6,2,0,0
258,3,4,6,2,0,0
259,4,5,6,2,0,0
260,5,6,6,2,1,0
261,5,6,7,2,0,0
262,3,6,6,1,0,0
263,3,5,5,0,1,0
264,2,3,5,0,1,1
265,1,1,5,0,1,2
266,0,0,4,0,1,2
267,1,0,3,0,1,2
268,0,0,2,0,1,3
269,0,0,1,0,1,4
270,0,0,0,0,1,4
271,0,0,0,0,2,4
272,0,0,0,0,3,4
273,0,1,1,0,3,4
274,0,1,1,0,3,4
275,0,0,1,0,3,5
276,0,1,0,0,4,5
277,0,0,0,0,4,5
278,0,0,0,0,4,5
279,0,0,0,0,5,5
280,0,0,0,0,5,5
281,0,0,0,0,5,5
282,0,0,0,0,5,6
283,0,0,0,0,6,6
284,0,0,0,0,6,6
285,0,0,0,0,6,7
286,0,0,0,0,6,8
287,0,0,0,0,6,8
288,0,1,0,0,6,9
289,0,1,0,0,6,10
290,0,0,0,0,7,10
291,0,0,0,0,8,11
292,0,0,0,0,8,11
293,0,1,0,0,8,12
294,0,1,0,0,8,12
295,0,1,0,0,9,13
296,0,1,0,0,9,13
297,0,0,0,0,10,13
298,0,0,0,0,10,15
299,0,0,0,0,10,15
300,0,0,0,0,10,15
