time,crosswalk_L,crosswalk_R,crosswalk_U,crosswalk_B,cars_L,cars_R
174,0,0,0,0,35,28
175,0,0,0,0,35,28
176,0,0,1,0,35,28
177,0,0,0,0,35,28
178,0,0,1,0,35,28
179,0,0,0,0,35,28
180,0,0,2,0,35,28
181,0,0,2,0,35,28
182,0,0,3,0,35,28
183,0,0,5,0,35,28
184,0,0,6,1,35,28
185,0,0,7,2,35,28
186,0,0,7,2,35,28
187,0,1,7,3,35,28
188,1,0,11,4,35,28
189,2,1,14,4,35,27
190,2,2,14,4,33,21
191,2,3,15,5,27,15
192,3,4,15,6,21,9
193,3,4,15,7,15,3
194,4,4,16,8,9,1
195,5,4,17,8,3,0
196,5,4,18,10,0,0
197,6,4,18,11,1,0
198,6,6,19,13,0,0
199,7,7,19,13,0,0
200,7,7,19,14,0,1
201,7,7,20,14,0,0
202,6,7,18,13,1,0
203,5,6,17,11,1,0
204,4,5,15,10,1,2
205,2,3,13,9,2,2
206,1,1,12,8,2,5
207,0,0,11,6,3,7
208,0,0,10,5,3,9
209,0,0,10,4,4,9
210,0,0,8,2,5,12
211,0,0,8,0,6,12
212,0,0,6,0,7,12
213,0,0,4,0,8,14
214,0,0,4,1,9,14
215,0,0,3,2,10,15
216,0,0,2,2,11,15
217,0,1,2,1,11,19
218,0,0,1,1,12,21
219,0,0,2,0,13,25
220,0,0,1,0,14,27
221,0,0,0,0,15,27
222,0,0,0,0,15,27
223,0,0,0,0,20,27
224,0,0,0,1,22,28
225,0,0,0,0,24,28
226,0,0,0,0,25,28
227,0,0,0,0,26,28
228,0,0,0,0,29,28
229,0,1,0,0,30,28
230,0,0,0,0,32,28
231,0,0,2,0,34,28
232,0,0,0,0,35,28
233,0,0,1,0,35,28
234,0,0,1,0,35,28
235,0,0,2,0,35,28
236,0,0,1,0,35,28
237,0,0,0,0,35,28
238,0,0,0,0,35,28
239,0,0,0,0,35,28
240,0,0,1,0,35,28
241,0,0,1,1,35,28
242,0,0,1,1,35,28
243,0,0,2,1,35,28
244,0,0,2,1,35,28
245,0,0,3,1,34,28
246,0,0,4,2,28,28
247,0,1,4,2,22,28
248,0,1,4,2,16,27
249,0,1,5,2,10,21
250,0,3,5,3,4,15
251,0,3,6,4,0,16
252,0,3,8,4,0,17
253,0,3,12,4,1,11
254,0,8,12,5,0,5
255,0,8,12,5,0,0
256,0,9,14,6,0,0
257,0,9,15,6,0,0
258,0,10,18,6,0,0
259,0,12,20,6,0,0
260,2,12,21,8,2,0
261,3,12,22,8,0,0
262,3,11,22,6,0,0
263,2,12,20,5,1,0
264,1,10,19,4,1,0
265,0,8,17,4,2,3
266,0,7,18,5,4,3
267,0,5,18,3,6,3
268,0,3,18,3,6,3
269,0,2,17,2,8,4
270,0,1,16,1,9,6
271,0,0,15,0,12,6
272,0,0,13,1,12,7
273,0,0,12,0,14,11
274,0,0,10,0,14,13
275,0,0,9,0,16,13
276,0,0,7,0,21,13
277,0,0,5,0,22,15
278,0,0,4,0,24,15
279,0,1,4,1,25,17
280,0,0,3,1,26,18
281,0,0,2,1,27,19
282,0,1,1,1,27,23
283,0,0,1,0,30,25
284,0,0,3,0,31,26
285,0,0,1,0,33,26
286,0,0,2,0,35,28
287,0,0,1,0,35,28
288,0,0,1,0,35,28
289,1,0,1,0,35,28
290,0,0,2,0,35,28
291,0,0,2,1,35,28
292,1,1,1,0,35,28
293,0,3,2,0,35,28
294,0,1,3,0,35,28
295,0,0,2,0,35,28
296,0,0,2,0,35,28
297,0,0,2,1,35,28
298,0,1,2,2,35,28
299,0,0,2,2,35,28
300,0,0,2,1,35,28
