time crosswalk_L crosswalk_R crosswalk_U crosswalk_B cars_L cars_R
175 0 0 0 0 15 10
176 0 0 0 0 16 11
177 0 1 1 0 18 12
178 0 1 1 0 19 13
179 0 1 2 0 19 13
180 0 0 1 0 19 13
181 0 0 0 0 19 14
182 0 0 1 0 20 14
183 0 1 2 0 17 8
184 1 2 2 0 18 2
185 2 2 3 2 12 0
186 4 2 3 2 6 0
187 5 4 3 3 0 0
188 5 6 6 3 0 0
189 6 6 8 3 0 0
190 6 7 8 3 0 0
191 6 8 9 4 0 0
192 7 8 10 4 0 0
193 7 8 12 5 0 0
194 7 8 12 5 0 0
195 7 9 14 5 0 0
196 7 9 14 5 0 0
197 7 9 16 5 0 0
198 8 9 17 6 0 0
199 9 10 20 7 0 0
200 10 10 20 7 0 0
201 11 11 21 8 0 0
202 10 10 20 7 0 0
203 9 10 19 5 0 0
204 8 8 18 4 0 0
205 7 6 17 4 0 0
206 6 4 16 2 0 0
207 6 2 17 1 0 0
208 5 1 16 1 0 0
209 4 0 15 1 0 0
210 3 0 13 0 0 0
211 2 0 11 0 0 1
212 2 0 10 0 1 1
213 1 0 10 0 1 1
214 0 0 9 0 1 1
215 0 0 8 0 2 1
216 0 0 7 0 3 1
217 0 0 6 0 3 1
218 0 0 6 0 4 3
219 0 0 5 0 4 3
220 0 0 4 0 4 3
221 0 0 5 1 4 3
222 0 0 5 0 6 5
223 1 0 5 0 6 5
224 0 0 5 0 6 6
225 0 0 5 0 6 6
226 0 0 5 0 7 6
227 0 0 3 0 7 6
228 0 0 3 0 8 8
229 0 0 4 0 8 8
230 0 0 3 0 8 8
231 0 1 3 0 8 9
232 1 1 3 0 9 9
233 2 0 2 0 10 10
234 1 0 1 0 10 10
235 1 0 2 0 10 11
236 0 1 2 0 10 13
237 0 0 2 0 11 14
238 0 0 1 1 11 14
239 0 0 0 0 11 14
240 0 0 1 0 12 14
241 0 0 0 0 12 15
242 0 0 1 0 13 16
243 0 0 2 0 13 10
244 0 0 3 0 13 4
245 0 0 3 2 14 0
246 0 0 3 2 14 0
247 1 0 3 3 8 0
248 2 0 4 3 2 0
249 3 0 7 3 0 0
250 3 0 7 4 0 0
251 3 0 7 5 0 0
252 5 4 8 5 0 0
253 5 9 9 5 0 0
254 5 10 11 5 0 0
255 5 10 12 6 0 0
256 7 13 13 6 0 0
257 7 14 14 7 0 0
258 8 14 15 8 0 0
259 9 14 17 10 0 0
260 9 14 18 10 0 0
261 9 14 19 11 0 0
262 7 12 20 10 0 0
263 7 10 18 9 2 0
264 5 8 17 7 3 1
265 4 6 16 5 3 2
266 3 4 16 4 4 3
267 2 2 14 2 4 5
268 1 1 13 0 6 5
269 1 0 14 0 8 5
270 1 1 14 0 9 5
271 0 0 12 0 9 6
272 0 0 13 0 10 7
273 0 0 12 0 10 8
274 0 0 11 0 11 9
275 0 0 9 0 11 10
276 1 0 8 0 11 11
277 2 0 8 0 11 12
278 1 0 9 0 11 12
279 0 1 9 0 11 13
280 0 1 9 0 12 13
281 0 1 9 0 12 14
282 0 0 9 0 13 14
283 1 2 8 0 13 14
284 2 1 7 0 14 14
285 2 0 6 0 14 15
286 3 1 5 0 14 15
287 2 1 4 0 14 16
288 1 0 4 0 14 17
289 1 0 4 0 14 17
290 0 0 3 0 15 17
291 1 1 3 1 16 17
292 2 0 2 1 18 17
293 2 0 3 0 18 18
294 2 0 2 0 18 18
295 1 0 1 0 18 18
296 0 0 0 0 18 18
297 0 0 0 1 18 18
298 0 0 0 0 18 18
299 1 1 1 0 19 18
300 1 1 0 0 19 18
