time crosswalk_L crosswalk_R crosswalk_U crosswalk_B cars_L cars_R
175 0 0 0 0 35 28
176 0 0 0 0 35 28
177 0 0 0 0 35 28
178 0 1 0 0 35 28
179 0 0 0 0 35 28
180 0 0 0 0 35 28
181 0 0 1 0 35 28
182 0 1 1 0 35 28
183 0 1 1 0 35 28
184 0 2 1 0 34 28
185 1 2 1 0 28 28
186 1 2 1 0 22 28
187 1 3 1 0 16 28
188 1 3 2 0 10 26
189 1 3 2 0 4 20
190 1 3 3 0 0 14
191 2 3 4 0 0 8
192 2 3 4 0 1 2
193 2 3 5 1 0 0
194 3 3 5 1 0 0
195 3 3 7 1 0 0
196 3 4 9 1 2 0
197 3 5 9 1 0 0
198 3 6 10 2 0 0
199 3 7 10 2 0 0
200 3 7 10 2 0 0
201 3 8 10 2 0 0
202 2 6 10 1 0 0
203 1 4 8 0 1 1
204 0 2 7 0 1 2
205 0 1 6 0 2 6
206 0 0 5 0 2 6
207 0 0 5 0 2 6
208 0 0 4 0 2 7
209 0 0 4 0 2 10
210 0 0 3 0 3 10
211 0 0 2 0 4 11
212 0 0 3 0 6 12
213 0 2 3 0 6 12
214 0 1 3 0 7 12
215 0 1 2 0 7 13
216 1 0 1 0 8 13
217 0 0 0 0 10 13
218 0 1 0 0 10 13
219 0 1 0 0 13 15
220 0 2 0 0 14 15
221 0 0 0 0 15 18
222 0 0 0 0 16 19
223 0 0 0 0 16 20
224 0 0 0 0 16 20
225 0 0 0 0 19 21
226 0 0 0 0 20 21
227 0 1 0 0 21 23
228 0 0 1 0 21 26
229 0 0 0 0 23 26
230 0 0 0 0 24 27
231 0 0 0 0 26 28
232 0 1 0 0 26 28
233 0 0 0 0 27 28
234 0 0 0 0 27 28
235 0 0 0 0 28 28
236 0 0 0 0 32 28
237 0 0 0 0 33 28
238 0 0 0 0 35 28
239 0 0 0 0 35 28
240 0 0 0 0 35 28
241 0 0 0 0 35 28
242 0 0 1 0 35 28
243 0 0 2 0 35 28
244 0 0 3 0 35 28
245 0 0 3 0 32 28
246 1 2 3 0 26 23
247 1 2 3 0 20 17
248 2 3 3 0 14 11
249 3 3 3 0 8 5
250 3 4 3 0 2 1
251 3 5 3 0 0 1
252 4 5 3 0 1 3
253 5 6 3 1 1 0
254 5 6 3 1 0 0
255 5 6 3 1 0 0
256 5 7 4 1 0 0
257 5 9 4 1 0 0
258 5 9 5 2 0 1
259 5 9 5 2 0 1
260 5 9 5 3 0 0
261 5 9 5 3 0 0
262 3 7 5 2 0 0
263 4 6 3 1 1 2
264 4 5 3 0 1 2
265 5 4 2 0 2 3
266 4 4 3 0 3 3
267 3 3 3 0 3 3
268 2 2 3 0 3 8
269 1 1 2 0 7 13
270 0 0 1 0 7 14
271 0 0 1 0 7 15
272 0 0 0 0 8 18
273 0 0 1 0 9 18
274 0 0 1 0 10 18
275 0 0 1 0 13 21
276 0 0 0 0 13 23
277 0 0 0 0 15 23
278 0 0 0 0 16 23
279 0 0 0 0 19 25
280 0 0 0 0 20 26
281 0 0 0 0 22 27
282 0 0 0 0 22 28
283 0 0 0 0 27 28
284 0 0 0 0 27 28
285 0 0 0 0 30 28
286 0 0 0 0 30 28
287 0 0 0 0 31 28
288 0 0 0 0 34 28
289 0 0 0 0 35 28
290 0 0 0 0 35 28
291 0 0 0 0 35 28
292 0 0 0 0 35 28
293 0 0 0 0 35 28
294 0 0 0 0 35 28
295 0 0 0 0 35 28
296 0 0 0 0 35 28
297 0 0 0 0 35 28
298 0 0 0 0 35 28
299 0 0 0 0 35 28
300 0 0 0 0 35 28
