time,crosswalk_L,crosswalk_R,crosswalk_U,crosswalk_B,cars_L,cars_R
174,1,11,14,0,14,23
175,0,10,12,0,15,23
176,0,9,11,0,15,23
177,0,10,11,0,16,24
178,0,9,9,0,16,24
179,0,9,8,0,16,25
180,0,9,7,0,16,26
181,0,8,6,0,18,27
182,0,8,7,0,20,28
183,0,8,7,0,19,23
184,0,8,7,0,19,17
185,0,8,9,0,20,11
186,0,8,10,0,21,5
187,0,9,11,0,15,0
188,0,9,12,0,9,0
189,0,9,11,0,3,0
190,0,9,11,1,0,0
191,0,9,12,1,0,1
192,0,10,12,1,0,0
193,0,10,12,2,2,0
194,0,11,12,2,0,0
195,0,11,12,2,1,0
196,1,11,12,2,0,0
197,1,11,13,2,0,0
198,1,11,13,2,1,1
199,2,11,14,2,0,0
200,2,13,15,3,0,0
201,2,13,15,3,2,0
202,2,13,15,3,0,0
203,2,15,16,3,0,1
204,2,15,17,3,0,0
205,4,16,17,3,0,0
206,5,16,17,3,0,0
207,7,16,18,3,0,0
208,7,16,18,4,0,0
209,7,17,19,5,2,0
210,7,19,20,6,0,1
211,8,20,21,6,1,0
212,9,20,22,6,0,0
213,9,21,22,6,0,0
214,9,22,22,6,0,0
215,9,22,22,7,0,0
216,9,24,22,7,0,0
217,9,25,22,7,0,0
218,9,25,22,7,1,0
219,9,25,22,7,0,0
220,10,28,22,7,0,0
221,10,28,22,7,0,0
222,8,26,20,5,0,0
223,6,25,20,4,1,0
224,6,23,18,3,2,1
225,5,23,17,2,2,1
226,6,22,16,1,2,2
227,6,20,17,0,3,2
228,6,18,15,0,4,2
229,6,16,15,0,4,3
230,6,14,13,0,9,3
231,6,12,11,0,10,6
232,6,10,10,0,10,7
233,5,9,10,0,10,9
234,5,8,9,0,12,9
235,5,7,8,0,14,9
236,4,6,8,0,14,11
237,3,6,8,0,18,12
238,2,5,6,0,20,14
239,1,4,4,0,20,14
240,0,3,3,0,20,15
241,0,2,2,0,20,16
242,0,3,2,0,21,16
243,0,3,2,0,25,13
244,0,4,2,0,26,7
245,0,4,3,0,27,1
246,0,4,5,0,27,0
247,0,5,6,0,21,0
248,0,5,6,0,15,0
249,0,5,6,0,9,0
250,0,7,9,0,3,1
251,0,7,11,0,2,0
252,0,7,12,0,0,0
253,0,7,13,0,0,0
254,0,7,13,0,0,0
255,1,7,13,0,1,0
256,1,7,13,0,1,0
257,2,7,13,0,0,1
258,2,7,13,0,0,0
259,2,7,14,0,2,0
260,2,8,14,0,1,0
261,3,9,14,0,0,0
262,3,10,14,1,1,0
263,3,10,15,2,0,0
264,3,10,15,2,0,0
265,3,11,15,2,0,0
266,4,11,15,2,0,0
267,4,11,16,2,1,0
268,4,11,18,3,0,0
269,4,12,20,3,0,0
270,5,13,21,3,0,0
271,6,15,21,3,1,0
272,6,15,23,3,0,0
273,6,15,23,3,2,0
274,6,16,23,3,0,0
275,6,16,23,4,0,0
276,6,17,25,4,0,0
277,6,17,26,4,1,0
278,7,17,27,5,0,0
279,7,17,28,7,0,0
280,7,18,28,7,2,0
281,7,19,29,7,0,0
282,6,17,28,5,0,0
283,4,15,27,4,1,2
284,2,13,25,2,1,3
285,1,11,24,1,2,5
286,0,10,23,1,3,5
287,0,9,21,0,9,7
288,0,8,21,0,10,7
289,0,7,21,0,10,9
290,0,7,20,0,10,9
291,0,5,18,0,12,10
292,0,4,16,0,13,13
293,0,4,15,0,13,13
294,0,3,13,0,15,13
295,0,2,12,0,16,15
296,0,1,11,0,17,15
297,0,1,10,0,18,17
298,0,1,9,0,18,18
299,0,0,9,0,20,18
300,0,0,9,0,21,19
