time,crosswalk_L,crosswalk_R,crosswalk_U,crosswalk_B,cars_L,cars_R
174,26,33,68,0,8,2
175,26,31,67,0,8,2
176,24,30,65,0,10,2
177,23,28,64,0,10,2
178,22,27,62,0,12,2
179,21,27,62,0,12,2
180,21,25,62,0,12,3
181,20,23,60,0,12,4
182,20,23,61,1,12,4
183,20,24,62,2,11,0
184,20,24,63,2,11,0
185,22,26,67,2,12,0
186,22,27,70,2,14,0
187,22,27,72,3,8,0
188,22,27,73,3,2,0
189,22,29,73,4,0,0
190,23,31,75,5,0,0
191,23,31,76,7,0,0
192,26,31,77,7,0,0
193,27,31,77,7,0,0
194,27,32,79,7,0,0
195,27,32,81,8,0,0
196,29,32,82,8,0,0
197,29,32,82,8,0,0
198,29,32,83,9,0,0
199,32,32,84,10,0,0
200,33,32,84,12,0,0
201,33,32,86,14,0,0
202,34,33,86,14,0,0
203,34,34,87,14,0,0
204,35,35,88,16,0,0
205,35,35,89,16,0,0
206,35,35,92,17,0,0
207,35,35,94,17,0,0
208,36,36,96,18,0,0
209,37,36,98,18,0,0
210,38,38,98,19,0,0
211,38,38,99,19,0,0
212,39,38,101,19,1,0
213,41,39,103,19,0,0
214,41,39,104,21,0,0
215,44,41,104,22,0,0
216,46,42,107,24,0,0
217,46,43,109,25,0,0
218,47,43,111,26,0,0
219,48,43,111,26,0,0
220,48,45,111,26,0,0
221,49,46,113,27,0,0
222,48,46,113,25,0,0
223,47,44,111,23,0,1
224,46,42,111,21,1,1
225,45,40,110,21,1,2
226,44,39,109,19,2,2
227,45,37,109,18,3,3
228,44,35,108,18,4,3
229,43,33,106,16,4,3
230,43,32,105,14,4,3
231,44,32,104,12,6,3
232,43,32,104,12,7,3
233,42,31,103,11,7,3
234,42,30,101,9,7,3
235,41,31,101,7,8,4
236,41,30,99,5,9,4
237,40,28,100,3,9,4
238,39,26,98,2,10,5
239,38,24,96,1,11,5
240,37,23,95,0,12,6
241,37,21,93,0,12,7
242,37,22,95,0,13,8
243,38,23,96,0,14,7
244,39,23,98,0,15,9
245,39,24,98,0,15,10
246,40,24,99,0,15,4
247,40,25,99,1,9,0
248,40,27,101,2,3,0
249,40,28,101,2,0,0
250,40,28,102,2,0,0
251,40,29,105,5,0,0
252,40,29,107,5,0,0
253,41,29,108,6,0,0
254,41,29,108,7,0,0
255,41,29,108,9,0,0
256,41,29,110,9,0,0
257,41,30,113,10,0,0
258,41,30,114,11,0,0
259,41,32,114,11,0,0
260,42,32,116,11,0,0
261,42,34,118,13,0,0
262,43,36,118,13,0,0
263,43,36,120,13,0,0
264,43,37,122,16,0,0
265,43,38,124,18,0,0
266,43,38,125,20,0,0
267,44,40,127,20,0,0
268,44,40,128,20,0,0
269,44,40,130,21,0,0
270,46,40,131,21,0,0
271,46,40,136,21,0,0
272,46,41,137,22,0,0
273,46,43,138,23,0,0
274,46,44,138,24,0,0
275,46,45,138,25,0,0
276,47,46,140,26,0,0
277,48,48,142,26,0,0
278,48,49,142,26,0,0
279,49,50,142,26,0,0
280,49,50,142,26,0,0
281,50,51,143,27,0,0
282,48,52,142,26,0,0
283,47,51,141,24,0,1
284,45,52,141,23,0,1
285,43,50,139,23,1,2
286,41,48,137,21,1,3
287,39,47,136,19,1,3
288,37,46,134,17,1,5
289,35,44,133,15,1,5
290,35,42,131,13,2,5
291,35,41,130,11,2,5
292,34,43,130,10,2,6
293,34,41,128,8,2,6
294,33,39,126,6,2,7
295,32,37,125,5,3,7
296,31,37,123,4,4,7
297,30,36,122,4,4,9
298,29,36,121,4,4,10
299,29,35,119,3,4,11
300,28,33,117,2,4,12
