time crosswalk_L crosswalk_R crosswalk_U crosswalk_B cars_L cars_R
175 0 6 8 0 3 5
176 0 5 8 0 4 6
177 0 4 7 0 4 6
178 0 3 5 0 4 7
179 0 2 3 0 4 7
180 0 1 1 0 4 8
181 0 0 0 0 5 8
182 0 1 0 0 5 8
183 0 1 1 0 4 7
184 0 2 1 0 4 1
185 0 2 1 0 4 0
186 0 2 1 0 4 0
187 0 3 1 0 0 0
188 0 4 1 0 0 0
189 0 4 1 0 0 0
190 1 7 2 0 0 0
191 1 7 3 0 0 0
192 1 7 3 0 0 0
193 1 7 4 0 0 0
194 1 7 5 1 1 0
195 1 8 5 1 0 0
196 1 8 6 1 0 0
197 2 8 8 1 0 0
198 2 9 8 1 0 0
199 3 10 9 1 0 0
200 3 10 11 2 1 0
201 4 11 11 2 0 0
202 4 11 12 2 0 0
203 4 11 12 2 0 0
204 4 11 12 2 0 0
205 4 12 13 2 0 0
206 6 12 14 2 0 0
207 6 12 16 2 0 0
208 6 12 16 2 0 0
209 6 13 16 2 0 0
210 6 13 16 2 0 0
211 6 13 16 2 0 0
212 6 15 17 2 1 0
213 6 15 17 2 1 0
214 7 17 17 2 0 0
215 8 18 18 2 1 0
216 8 20 19 2 0 0
217 9 21 19 2 0 0
218 10 22 19 3 0 0
219 10 24 22 3 0 0
220 10 24 24 3 0 0
221 10 26 25 3 1 0
222 8 25 24 2 0 0
223 6 24 22 0 1 1
224 6 23 21 0 1 3
225 6 21 20 0 1 3
226 5 19 18 0 1 3
227 4 18 16 0 1 3
228 3 17 14 0 1 5
229 3 16 13 0 1 6
230 3 15 11 0 3 6
231 3 13 9 0 3 7
232 2 12 8 0 3 7
233 2 10 8 0 3 7
234 1 8 8 0 3 7
235 1 7 7 0 4 8
236 1 6 6 0 5 9
237 2 4 5 0 5 9
238 2 4 4 0 6 9
239 2 4 3 0 6 9
240 3 4 1 0 6 9
241 3 3 1 0 7 10
242 3 3 2 0 7 10
243 3 3 3 0 7 4
244 3 3 4 0 7 0
245 3 3 5 0 7 0
246 3 3 5 0 8 0
247 3 3 7 0 2 0
248 3 4 8 0 0 0
249 3 4 8 0 0 0
250 3 4 8 0 0 0
251 3 4 10 0 0 0
252 3 4 10 1 0 0
253 3 5 10 1 0 0
254 3 6 12 1 0 0
255 4 8 12 2 0 0
256 5 9 12 2 0 0
257 6 9 12 2 0 0
258 6 9 12 2 0 0
259 6 9 13 3 0 0
260 7 9 14 3 0 0
261 7 10 14 4 0 0
262 8 12 15 4 1 0
263 9 12 16 4 1 0
264 10 12 16 4 0 0
265 11 12 16 4 0 0
266 12 14 16 4 0 0
267 13 15 16 4 0 0
268 13 16 17 4 0 0
269 13 16 17 4 0 0
270 13 16 17 4 0 0
271 14 16 17 4 0 0
272 14 17 18 4 0 0
273 16 18 18 5 0 0
274 16 19 18 5 1 0
275 16 20 18 5 0 0
276 16 21 18 5 0 0
277 17 23 19 6 0 0
278 17 23 19 6 0 0
279 18 24 20 6 0 0
280 18 24 22 6 0 0
281 18 24 24 7 0 0
282 16 24 23 5 0 0
283 14 22 22 3 0 0
284 12 22 22 2 0 0
285 10 20 20 1 1 0
286 8 18 20 0 1 0
287 6 17 19 0 2 0
288 4 15 18 0 2 0
289 3 14 18 0 2 0
290 2 13 16 0 3 0
291 1 13 14 0 3 1
292 2 12 13 0 3 1
293 1 11 12 0 3 1
294 0 11 10 0 4 3
295 0 10 10 0 6 3
296 0 9 11 0 6 3
297 0 8 10 0 7 7
298 0 7 9 0 7 8
299 0 7 9 0 8 8
300 0 6 8 0 8 8
