time,crosswalk_L,crosswalk_R,crosswalk_U,crosswalk_B,cars_L,cars_R
174,31,21,77,8,12,14
175,31,19,77,7,13,15
176,30,17,77,6,15,19
177,29,16,75,5,16,21
178,28,15,74,5,16,22
179,28,15,73,4,18,23
180,26,13,73,3,18,23
181,24,11,72,3,20,24
182,25,12,72,4,20,25
183,27,14,74,5,20,25
184,30,18,74,5,20,28
185,32,18,74,6,20,28
186,33,18,76,8,21,28
187,35,19,77,9,15,28
188,36,19,78,10,9,28
189,38,20,79,10,3,24
190,40,22,79,10,0,18
191,41,23,81,11,0,12
192,41,24,82,12,0,6
193,41,25,84,12,0,0
194,41,28,86,12,2,0
195,42,28,86,13,0,1
196,44,29,88,13,0,0
197,45,29,89,13,0,0
198,45,29,90,13,2,1
199,46,30,90,13,0,0
200,47,32,90,13,0,0
201,47,33,91,14,0,0
202,49,36,91,15,0,0
203,50,37,92,15,0,0
204,50,39,93,15,0,0
205,51,39,94,16,0,2
206,51,40,95,16,0,0
207,51,41,97,16,2,1
208,52,42,97,16,0,0
209,53,45,99,18,0,0
210,53,47,101,19,0,0
211,54,50,102,19,0,0
212,54,52,104,19,0,1
213,55,55,104,20,0,0
214,55,57,104,22,0,0
215,55,58,105,22,0,0
216,55,58,106,23,0,0
217,56,60,106,23,0,0
218,57,60,107,24,0,0
219,57,60,108,25,0,0
220,58,60,110,27,0,0
221,58,60,111,28,0,0
222,56,59,111,28,1,1
223,56,58,109,26,1,3
224,55,56,108,25,2,5
225,54,56,107,23,3,6
226,54,54,108,21,5,8
227,53,53,107,19,6,8
228,53,52,105,17,7,8
229,53,50,103,15,8,11
230,52,48,101,14,9,13
231,51,48,100,12,9,15
232,50,49,99,10,10,16
233,51,47,97,8,13,17
234,50,48,96,6,15,17
235,50,48,95,4,16,18
236,50,46,94,3,18,19
237,49,44,92,2,19,20
238,48,44,91,2,19,21
239,47,44,92,1,20,21
240,46,42,90,1,20,24
241,45,41,90,0,21,25
242,46,43,90,0,22,27
243,46,44,91,1,21,27
244,46,46,92,1,22,21
245,48,46,93,2,23,15
246,48,46,93,2,24,9
247,48,47,94,2,18,3
248,49,48,94,3,12,0
249,49,48,94,3,6,0
250,49,48,95,5,0,1
251,50,48,96,7,0,2
252,50,49,96,7,0,0
253,50,51,96,8,0,0
254,51,51,97,9,0,0
255,51,52,99,9,0,0
256,51,53,100,9,0,0
257,51,54,102,9,0,0
258,51,54,104,11,0,0
259,51,55,104,12,0,0
260,53,56,105,14,0,0
261,54,57,105,15,0,0
262,55,61,106,16,0,1
263,56,62,106,17,0,1
264,57,63,108,18,0,0
265,57,65,110,19,0,0
266,57,66,112,19,1,0
267,57,67,112,19,0,0
268,57,68,113,19,0,0
269,57,69,115,19,0,0
270,57,71,116,19,0,0
271,59,72,116,20,0,0
272,59,73,116,20,0,0
273,61,73,116,20,0,0
274,61,73,117,21,1,0
275,61,75,117,21,1,0
276,62,75,117,21,0,0
277,62,76,118,22,0,0
278,63,77,118,22,1,0
279,65,77,120,22,1,0
280,65,79,121,23,0,0
281,66,82,121,24,1,0
282,64,81,120,23,1,0
283,62,80,118,21,2,3
284,60,78,116,19,3,5
285,58,79,115,18,6,5
286,56,78,114,17,6,7
287,55,76,114,15,6,13
288,53,75,115,13,8,14
289,52,73,115,12,8,15
290,51,71,115,10,9,18
291,49,69,115,10,9,18
292,48,67,113,10,10,19
293,47,65,112,9,13,21
294,45,64,111,9,13,21
295,43,63,111,9,15,23
296,41,65,109,9,15,24
297,40,63,108,8,15,25
298,39,63,106,9,16,26
299,38,62,104,8,16,27
300,38,62,103,8,16,28
