time,crosswalk_L,crosswalk_R,crosswalk_U,crosswalk_B,cars_L,cars_R
226,0,0,0,3,13,3
227,0,0,0,4,14,5
228,0,0,0,5,10,6
229,0,0,0,6,10,6
230,0,0,0,6,10,7
231,0,0,0,7,15,7
232,0,0,0,8,17,8
233,0,0,0,9,18,9
234,0,0,0,10,18,11
235,0,0,0,11,19,11
236,0,0,0,11,16,12
237,0,0,0,11,16,12
238,0,0,0,12,20,12
239,0,0,0,14,22,12
240,0,0,0,16,23,13
241,0,0,0,18,24,13
242,0,0,0,19,21,14
243,0,0,0,19,26,15
244,0,0,0,20,27,15
245,0,0,0,20,28,17
246,0,0,0,20,29,18
247,0,0,0,22,29,18
248,0,0,0,22,30,19
249,0,0,0,23,32,19
250,0,0,1,24,32,19
251,0,0,2,25,32,20
252,0,0,2,26,34,20
253,0,0,3,26,36,20
254,0,0,4,27,38,21
255,0,0,5,28,38,23
256,0,0,6,28,38,24
257,0,0,7,28,40,25
258,0,0,7,28,40,26
259,0,0,7,28,42,26
260,0,0,8,30,44,27
261,0,0,9,30,46,28
262,0,0,11,30,48,28
263,0,0,12,30,48,28
264,0,0,13,30,48,28
265,0,0,14,32,48,28
266,0,0,15,32,48,28
267,0,0,15,32,50,28
268,0,0,15,32,50,28
269,0,0,16,33,50,28
270,0,0,16,34,52,28
271,0,0,17,36,54,28
272,0,0,18,38,54,28
273,0,0,19,40,54,28
274,0,0,20,41,54,28
275,0,0,20,42,54,28
276,0,0,20,42,56,28
277,0,0,20,43,58,28
278,0,0,20,44,60,28
279,0,0,20,44,62,28
280,0,0,21,44,64,28
281,0,0,22,45,66,28
282,0,0,22,45,66,28
283,0,0,22,46,66,28
284,0,0,23,47,68,28
285,0,0,24,48,70,28
286,0,0,25,48,72,28
287,0,0,26,48,74,28
288,0,0,27,49,76,28
289,0,0,28,50,78,28
290,0,0,30,51,80,28
291,0,0,31,51,82,28
292,0,0,32,53,84,28
293,0,0,32,54,86,28
294,0,0,34,56,86,28
295,0,0,35,56,86,28
296,0,0,37,56,86,28
297,0,0,38,56,90,28
298,0,0,39,57,92,28
299,0,0,40,57,94,28
300,0,0,40,57,94,28
